Depth,Well,GR,RT,RHOB,NPHI,Facies
3676.5,14,27.2362,4.7504,2.588,0.0861,CB
3677,14,29.4324,4.4015,2.6,0.093,CB
3677.5,14,38.4554,4.352,2.5371,0.133,CB
3678,14,31.4436,1.8379,2.553,0.1235,CB
3678.5,14,38.4065,4.0647,2.5321,0.1502,SS
3679,14,42.6134,2.029,2.501,0.1637,SS
3679.5,14,40.549,2.1041,2.53,0.1614,UN
3680,14,38.7072,2.0731,2.52,0.1532,SS
3680.5,14,44.6654,2.0738,2.517,0.1636,UN
3681,14,37.1894,2.0364,2.5719,0.1566,SH
3681.5,14,43.3881,2.6806,2.557,0.1551,SH
3682,14,33.5639,2.1748,2.5539,0.1577,SH
3682.5,14,28.7882,3.9931,2.543,0.1067,CB
3683,14,25.5688,4.1726,2.565,0.1141,CB
3683.5,14,30.4121,3.9158,2.577,0.1188,CB
3684,14,35.6316,2.874,2.5471,0.1247,CB
3684.5,14,33.5435,3.2539,2.545,0.1282,CB
3685,14,36.1693,2.8718,2.557,0.1479,UN
3685.5,14,32.1393,3.4916,2.5549,0.1217,CB
3686,14,32.1788,2.9416,2.5509,0.1486,UN
3686.5,14,35.7141,2.9041,2.584,0.1205,CB
3687,14,37.2313,4.5584,2.556,0.14,CB
3687.5,14,38.6045,2.9511,2.564,0.1456,UN
3688,14,34.3979,3.7888,2.5521,0.1265,CB
3688.5,14,35.3857,3.7029,2.558,0.1285,CB
3689,14,34.4086,3.9445,2.561,0.1366,CB
3689.5,14,30.4195,6.412,2.578,0.1309,CB
3690,14,34.5179,3.7539,2.564,0.096,CB
3690.5,14,32.4033,4.7447,2.551,0.1286,CB
3691,14,34.1427,3.8169,2.5669,0.1182,CB
3691.5,14,27.754,4.2914,2.5819,0.1186,CB
3692,14,23.535,6.6427,2.57,0.1001,CB
3692.5,14,18.8969,6.5322,2.584,0.0928,CB
3693,14,20.3612,5.7226,2.6079,0.0867,CB
3693.5,14,28.8507,2.8952,2.558,0.1125,CB
3694,14,45.0231,2.8013,2.561,0.1194,CB
3694.5,14,37.417,2.9121,2.579,0.1408,UN
3695,14,33.7056,1.6302,2.5861,0.1294,CB
3695.5,14,49.2835,1.5964,2.5431,0.1116,CB
3696,14,47.2422,2.3648,2.5809,0.1598,SH
3696.5,14,38.3719,4.2062,2.588,0.1242,SS
3697,14,39.6376,2.8199,2.606,0.1435,SH
3697.5,14,38.4642,2.9108,2.564,0.1212,CB
3698,14,43.904,2.293,2.563,0.1421,SS
3698.5,14,43.1871,2.3358,2.564,0.1454,UN
3699,14,34.1371,3.1356,2.561,0.1461,UN
3699.5,14,34.0836,3.0446,2.578,0.1264,CB
3700,14,40.2678,2.5703,2.566,0.1317,CB
3700.5,14,40.8257,4.5045,2.5261,0.1394,CB
3701,14,34.8431,1.4217,2.5689,0.1197,SS
3701.5,14,18.182,4.8011,2.586,0.0807,CB
3702,14,14.0128,5.8399,2.613,0.0681,CB
3702.5,14,18.8603,5.0267,2.6051,0.0831,CB
3703,14,21.6663,3.5687,2.595,0.074,CB
3703.5,14,21.5532,4.7332,2.586,0.0862,CB
3704,14,23.4493,3.8892,2.594,0.0904,CB
3704.5,14,25.1845,3.464,2.565,0.121,CB
3705,14,22.9408,3.0261,2.585,0.1172,CB
3705.5,14,19.6977,2.279,2.587,0.0666,CB
3706,14,20.7479,4.7598,2.617,0.0933,CB
3706.5,14,14.9558,3.3746,2.617,0.0795,CB
3707,14,26.7015,4.0344,2.592,0.0794,CB
3707.5,14,15.1346,3.5441,2.594,0.0737,CB
3708,14,21.4253,4.8921,2.576,0.0938,CB
3708.5,14,22.1748,3.9139,2.617,0.0922,CB
3709,14,20.9595,3.5241,2.613,0.0959,CB
3709.5,14,28.6907,3.0167,2.582,0.1176,CB
3710,14,24.4234,3.2065,2.5431,0.1085,CB
3710.5,14,29.1134,2.5595,2.559,0.107,CB
3711,14,17.9162,3.8158,2.595,0.1142,CB
3711.5,14,20.6595,3.5875,2.576,0.0977,CB
3712,14,25.8057,2.7741,2.562,0.1073,CB
3712.5,14,37.7266,2.1814,2.589,0.1543,SS
3713,14,40.0336,1.6014,2.6019,0.1878,SS
3713.5,14,27.7442,2.9912,2.582,0.1371,SS
3714,14,43.3703,3.6386,2.553,0.1346,SS
3714.5,14,33.272,1.4779,2.549,0.1477,CB
3715,14,26.9675,2.7567,2.6641,0.1069,CB
3715.5,14,29.5677,3.1252,2.607,0.1218,CB
3716,14,41.4407,2.5077,2.5751,0.1607,SS
3716.5,14,35.5981,1.483,2.5999,0.1509,SS
3717,14,27.4344,3.3799,2.7139,0.0916,CB
3717.5,14,48.1069,4.2929,2.5041,0.2272,SS
3718,14,50.9453,1.4032,2.53,0.2032,SS
3718.5,14,43.8091,1.3889,2.551,0.1659,SS
3719,14,40.0127,1.6221,2.5839,0.1476,SS
3719.5,14,39.5424,1.8832,2.6115,0.1447,SS
3720,14,45.197,1.7667,2.525,0.171,SS
3720.5,14,36.1894,1.408,2.5909,0.1476,SS
3721,14,35.8521,1.8569,2.7262,0.1504,CB
3721.5,14,39.6553,1.8959,2.557,0.1768,SS
3722,14,40.5685,1.5532,2.5751,0.1685,SS
3722.5,14,44.2284,1.9141,2.513,0.1713,SS
3723,14,40.5951,1.5403,2.525,0.1684,SS
3723.5,14,46.043,1.9522,2.511,0.1693,SS
3724,14,47.3816,1.5982,2.515,0.1899,SS
3724.5,14,38.485,1.3881,2.548,0.1874,SS
3725,14,35.4187,1.7848,2.541,0.1463,SS
3725.5,14,39.1251,2.4826,2.494,0.1538,SS
3726,14,43.3321,2.321,2.565,0.1608,SS
3726.5,14,43.3979,1.855,2.548,0.1539,SS
3727,14,43.3155,2.108,2.6018,0.1633,SS
3727.5,14,45.8632,2.3961,2.5131,0.1522,SS
3728,14,45.3818,2.8451,2.531,0.154,SS
3728.5,14,42.8242,2.4005,2.55,0.1532,SS
3729,14,47.0416,2.4082,2.557,0.1583,SS
3729.5,14,51.5703,2.3481,2.555,0.1617,SS
3730,14,42.1477,2.2641,2.556,0.1725,SS
3730.5,14,48.5396,2.3482,2.547,0.1631,SS
3731,14,46.8475,1.8983,2.547,0.1628,SS
3731.5,14,40.6264,2.5396,2.568,0.137,SS
3732,14,42.4326,2.6427,2.57,0.1433,SS
3732.5,14,52.3384,2.0394,2.536,0.1407,SS
3733,14,52.6206,2.7157,2.547,0.1325,SS
3733.5,14,59.5333,2.8753,2.5389,0.1735,UN
3734,14,59.9732,1.9395,2.545,0.184,UN
3734.5,14,48.7655,2.1248,2.604,0.1411,SS
3735,14,31.8949,3.1614,2.591,0.0971,CB
3735.5,14,29.8932,4.3444,2.613,0.1072,CB
3736,14,32.055,3.8027,2.603,0.1102,CB
3736.5,14,26.2995,4.1588,2.604,0.0943,CB
3737,14,22.3579,4.4872,2.605,0.0991,CB
3737.5,14,25.4921,5.0153,2.605,0.0936,CB
3738,14,35.517,4.6722,2.617,0.1155,CB
3738.5,14,21.1159,4.0124,2.6041,0.1033,CB
3739,14,18.5761,4.9666,2.605,0.0784,CB
3739.5,14,21.8066,7.4342,2.622,0.0864,CB
3740,14,50.8678,8.0826,2.549,0.1391,CB
3740.5,14,58.9554,2.3935,2.521,0.1769,UN
3741,14,56.4793,2.0231,2.4801,0.1709,SS
3741.5,14,57.619,1.954,2.499,0.1806,UN
3742,14,60.1475,1.994,2.502,0.1672,SS
3742.5,14,57.9333,1.9379,2.492,0.1774,SS
3743,14,59.5085,2.0728,2.5269,0.1695,UN
3743.5,14,57.75,2.1482,2.5949,0.1906,CB
3744,14,52.806,2.4534,2.6489,0.1406,CB
3744.5,14,84.1076,3.6743,2.537,0.3712,SH
3745,14,76.1451,1.2611,2.4651,0.3698,SH
3745.5,14,61.2247,0.7485,2.5915,0.44,UN
3746,14,49.2509,0.702,2.5711,0.2145,SS
3746.5,14,53.4269,1.5818,2.514,0.2411,SS
3747,14,38.7764,2.072,2.6059,0.1704,SS
3747.5,14,35.3618,3.0224,2.5729,0.2319,SS
3748,14,43.558,1.9463,2.5789,0.176,SS
3748.5,14,36.2521,1.9799,2.564,0.1914,SS
3749,14,32.4836,1.9071,2.576,0.1883,SS
3749.5,14,23.6963,2.0167,2.586,0.1546,CB
3750,14,27.4909,2.4537,2.6069,0.1389,CB
3750.5,14,52.4043,2.923,2.5701,0.236,SS
3751,14,45.302,2.0223,2.577,0.2081,SS
3751.5,14,60.4374,2.2337,2.5661,0.2077,SS
3752,14,59.3336,2.108,2.6049,0.2178,SS
3752.5,14,52.6581,2.4392,2.59,0.2227,SS
3753,14,53.2454,2.3949,2.593,0.2062,SS
3753.5,14,58.513,2.3261,2.602,0.1877,SS
3754,14,46.146,2.5793,2.5901,0.1902,SS
3754.5,14,43.4843,2.355,2.598,0.1766,SS
3755,14,48.6611,2.8277,2.602,0.1797,SS
3755.5,14,46.2803,2.6542,2.5701,0.1874,SS
3756,14,65.3183,2.6628,2.5441,0.2213,SS
3756.5,14,69.4989,2.4473,2.567,0.2326,UN
3757,14,69.3417,2.0691,2.5472,0.2524,UN
3757.5,14,65.3555,2.0335,2.607,0.1796,SS
3758,14,83.0542,2.5931,2.6479,0.2194,SH
3758.5,14,94.6041,2.3893,2.6529,0.2244,SH
3759,14,102.3493,2.2475,2.6929,0.1948,SH
3759.5,14,124.3129,2.1394,2.6168,0.2712,SH
3760,14,121.2847,1.5726,2.5701,0.2584,SH
3760.5,14,103.8736,1.6876,2.7865,0.2885,SH
3761,14,92.8416,1.7129,2.603,0.2987,SH
3761.5,14,94.052,1.7097,2.628,0.2908,SH
3762,14,92.9153,1.6692,2.6871,0.3061,SH
3762.5,14,89.8966,1.9708,2.639,0.2788,SH
3763,14,94.5567,1.5682,2.6311,0.3347,SH
3763.5,14,96.3077,1.4219,2.5731,0.2901,SH
3764,14,95.7158,1.455,2.609,0.2965,SH
3764.5,14,102.372,1.2801,2.6021,0.3305,SH
3765,14,94.3776,1.3648,2.571,0.2931,SH
3765.5,14,90.4026,1.2742,2.6551,0.2283,CB
3766,14,107.7978,2.1668,2.5959,0.2514,SH
3766.5,14,59.112,1.0841,2.654,0.2211,CB
3767,14,64.168,2.0562,2.688,0.1419,CB
3767.5,14,70.6806,2.7431,2.63,0.1874,CB
3768,14,71.8989,2.0148,2.602,0.1763,CB
3768.5,14,95.8156,2.3209,2.5821,0.2196,SS
3769,14,215.1043,1.8859,2.3565,0.2734,UN
3769.5,14,229.037,2.0034,2.263,0.5923,SH
3770,14,201.6456,3.9964,2.1831,0.4723,SH
3770.5,14,164.1915,3.2313,2.3659,0.4235,SH
3771,14,154.4012,2.9755,2.3871,0.3454,SH
3771.5,14,66.7298,4.2267,2.5289,0.2339,SS
3772,14,108.7807,12.0629,2.4643,0.1153,SS
3772.5,14,161.2726,13.7282,2.3119,0.2866,UN
3773,14,182.6441,1.3918,2.2341,0.5052,SH
3773.5,14,228.3231,3.0976,2.2979,0.4326,SH
3774,14,223.4467,3.0687,2.219,0.4252,SH
3774.5,14,219.8265,3.594,2.2759,0.4677,SH
3775,14,279.0987,1.2763,2.3389,0.508,SH
3775.5,14,369.2731,1.1134,2.4129,0.3818,SH
3776,14,1335.022,0.6838,2.8337,0.219,SH
3776.5,14,588.0335,0.4757,2.3532,0.5568,SH
3777,14,137.2334,2.6218,2.4129,0.4262,SH
3777.5,14,176.2356,3.5666,2.3902,0.2352,UN
3778,14,186.231,3.8588,2.318,0.4234,SH
3778.5,14,194.2617,4.1955,2.327,0.3722,SH
3779,14,201.8069,3.5196,2.32,0.3941,SH
3779.5,14,190.6566,5.3453,2.3031,0.4572,SH
3780,14,171.8623,4.5267,2.3069,0.4114,SH
3780.5,14,196.5089,12.2729,2.2291,0.5301,SH
3781,14,187.6588,9.2044,2.23,0.4222,SH
3781.5,14,181.844,7.0562,2.218,0.3965,SH
3782,14,180.1312,6.3856,2.235,0.536,SH
3782.5,14,161.3402,5.7466,2.332,0.4203,SH
3783,14,170.7687,3.6701,2.2941,0.4139,SH
3783.5,14,180.3655,6.3033,2.2739,0.4392,SH
3784,14,174.7763,6.4421,2.2761,0.3431,SH
3784.5,14,182.9312,4.8006,2.2421,0.4336,SH
3785,14,167.3183,6.8847,2.216,0.4105,SH
3785.5,14,161.4924,6.3598,2.2052,0.4137,SH
3786,14,148.649,7.1641,2.263,0.4513,SH
3786.5,14,165.0358,5.9977,2.2819,0.3748,SH
3787,14,167.8027,5.6065,2.243,0.3842,SH
3787.5,14,159.3603,6.0086,2.3049,0.3519,SH
3788,14,159.5259,4.2451,2.2771,0.4318,SH
3788.5,14,174.5941,5.4384,2.268,0.4145,SH
3789,14,150.2322,5.1567,2.3,0.3593,SH
3789.5,14,162.6048,5.3964,2.271,0.3814,SH
3790,14,150.7072,6.2189,2.2371,0.4361,SH
3790.5,14,161.6165,5.6578,2.273,0.3944,SH
3791,14,167.2784,6.0338,2.318,0.3795,SH
3791.5,14,149.3099,7.1825,2.28,0.392,SH
3792,14,144.9751,4.7684,2.273,0.3798,SH
3792.5,14,144.9232,4.2828,2.3252,0.3408,SH
3793,14,140.9715,4.9251,2.361,0.3454,SH
3793.5,14,133.3352,6.4552,2.341,0.3673,SH
3794,14,137.9972,5.2504,2.35,0.3971,SH
3794.5,14,143.0489,4.3024,2.35,0.337,SH
3795,14,148.4264,3.7524,2.364,0.4083,SH
3795.5,14,153.5456,3.4078,2.377,0.372,SH
3796,14,153.6148,4.302,2.353,0.4179,SH
3796.5,14,146.9421,3.5269,2.353,0.3645,SH
3797,14,146.9751,5.5017,2.3101,0.3741,SH
3797.5,14,142.6126,5.6458,2.327,0.4293,SH
3798,14,144.5165,4.4519,2.3538,0.3668,SH
3798.5,14,140.2296,5.4147,2.3181,0.3774,SH
3799,14,139.306,5.8556,2.35,0.3523,SH
3799.5,14,136.901,3.8606,2.387,0.3506,SH
3800,14,128.9474,4.2309,2.337,0.38,SH
3800.5,14,144.5273,5.4505,2.2951,0.4121,SH
3801,14,148.7237,9.2487,2.283,0.3814,SH
3801.5,14,143.422,5.8154,2.258,0.3802,SH
3802,14,135.678,4.1268,2.334,0.3765,SH
3802.5,14,149.4132,4.7879,2.303,0.43,SH
3803,14,153.0376,4.7071,2.341,0.3737,SH
3803.5,14,150.2858,3.8319,2.382,0.35,SH
3804,14,137.956,3.6955,2.398,0.3156,SH
3804.5,14,131.3387,3.3269,2.367,0.3706,SH
3805,14,140.7959,3.5853,2.406,0.3742,SH
3805.5,14,138.1887,3.179,2.41,0.3265,SH
3806,14,134.7453,3.0135,2.417,0.3334,SH
3806.5,14,131.8204,2.691,2.408,0.334,SH
3807,14,125.7845,4.5722,2.366,0.3421,SH
3807.5,14,120.4138,5.9798,2.395,0.3511,SH
3808,14,130.9361,3.9554,2.343,0.3608,SH
3808.5,14,126.2899,3.3907,2.3819,0.3841,SH
3809,14,125.2765,3.1563,2.3871,0.3131,SH
3809.5,14,126.6013,3.0958,2.388,0.3267,SH
3810,14,132.7443,3.3389,2.386,0.3479,SH
3810.5,14,136.5233,4.7165,2.3411,0.3852,SH
3811,14,133.9046,6.4156,2.3,0.3842,SH
3811.5,14,143.0407,7.119,2.3349,0.4233,SH
3812,14,146.335,4.473,2.3789,0.4158,SH
3812.5,14,158.0598,2.7046,2.4049,0.3664,SH
3813,14,155.5898,4.1549,2.431,0.3777,SH
3813.5,14,149.5789,4.6783,2.412,0.3307,SH
3814,14,156.784,5.1755,2.421,0.31,SH
3814.5,14,143.3057,5.2655,2.415,0.3342,SH
3815,14,154.0388,5.1419,2.414,0.321,SH
3815.5,14,149.5507,3.8836,2.379,0.3385,SH
3816,14,133.1089,4.6721,2.39,0.3254,SH
3816.5,14,136.1813,5.056,2.416,0.3419,SH
3817,14,139.179,4.6931,2.4669,0.2895,SH
3817.5,14,145.6537,5.2882,2.443,0.3602,SH
3818,14,143.9912,2.7835,2.392,0.324,SH
3818.5,14,146.001,5.1867,2.423,0.3032,SH
3819,14,140.7683,3.5349,2.426,0.2906,SH
3819.5,14,130.6817,2.5574,2.42,0.3341,SH
3820,14,131.7288,3.0107,2.422,0.3257,SH
3820.5,14,128.8941,2.6553,2.455,0.3279,SH
3821,14,136.9503,2.4929,2.4521,0.3258,SH
3821.5,14,142.703,3.3853,2.4059,0.3067,SH
3822,14,157.4749,2.9652,2.41,0.3393,SH
3822.5,14,154.8366,2.277,2.3451,0.3593,SH
3823,14,161.1378,2.7732,2.439,0.325,SH
3823.5,14,110.0552,2.9875,2.481,0.2896,SH
3824,14,121.6901,3.5906,2.445,0.3196,SH
3824.5,14,119.4663,2.5891,2.4132,0.3131,SH
3825,14,128.3136,2.1351,2.4109,0.3396,SH
3825.5,14,127.7999,2.7456,2.442,0.3055,SH
3826,14,122.6464,1.9647,2.454,0.321,SH
3826.5,14,122.1143,2.3524,2.4351,0.3266,SH
3827,14,122.4984,1.7591,2.453,0.3355,SH
3827.5,14,120.5621,2.2144,2.442,0.314,SH
3828,14,126.7168,3.053,2.4519,0.3249,SH
3828.5,14,112.7385,1.7734,2.411,0.3244,SH
3829,14,124.1529,3.8734,2.4229,0.345,SH
3829.5,14,121.2968,3.2606,2.431,0.3446,SH
3830,14,120.9137,3.6315,2.477,0.329,SH
3830.5,14,136.583,3.2061,2.4261,0.3343,SH
3831,14,132.8716,2.0879,2.4301,0.3435,SH
3831.5,14,134.9352,2.4423,2.429,0.3133,SH
3832,14,138.8597,1.7129,2.4271,0.328,SH
3832.5,14,111.5214,1.8859,2.4351,0.3127,SH
3833,14,123.1846,2.0875,2.4411,0.3098,SH
3833.5,14,123.9419,1.9548,2.431,0.3427,SH
3834,14,127.7427,1.8875,2.444,0.3308,SH
3834.5,14,126.2511,1.8444,2.422,0.3202,SH
3835,14,118.8529,2.3891,2.3613,0.3828,SH
3835.5,14,111.4693,2.3527,2.3662,0.3365,SH
3836,14,116.6975,3.2587,2.4293,0.3267,SH
3836.5,14,115.5245,2.2818,2.429,0.3115,SH
3837,14,109.1853,4.0072,2.4551,0.3105,SH
3837.5,14,132.8571,3.9759,2.409,0.3081,SH
3838,14,137.1706,1.9582,2.406,0.3439,SH
3838.5,14,120.4158,1.7901,2.379,0.3371,SH
3839,14,131.5147,3.0115,2.395,0.3322,SH
3839.5,14,123.0664,1.6555,2.437,0.338,SH
3840,14,127.8729,2.706,2.454,0.3161,SH
3840.5,14,125.0711,1.6604,2.4759,0.3003,SH
3841,14,126.5963,2.0719,2.427,0.3071,SH
3841.5,14,125.8105,2.1899,2.5528,0.3095,SH
3842,14,67.8833,1.6772,2.6517,0.2586,CB
3842.5,14,54.8834,2.1017,2.5822,0.135,CB
3843,14,106.3139,3.3502,2.5159,0.2671,SH
3843.5,14,123.5986,1.5068,2.4859,0.3138,SH
3844,14,121.7811,1.7535,2.4231,0.3052,SH
3844.5,14,124.3102,1.7808,2.4131,0.3271,SH
3845,14,140.8078,1.8733,2.398,0.3224,SH
3845.5,14,144.4906,2.0529,2.409,0.3545,SH
3846,14,151.2356,1.9885,2.4609,0.3238,SH
3846.5,14,122.583,1.9074,2.46,0.3604,SH
3847,14,65.3577,15.1263,2.7275,0.277,CB
3847.5,14,103.1029,7.191,2.657,0.1748,SH
3848,14,150.2394,5.6222,2.4861,0.2868,SH
3848.5,14,142.9678,1.661,2.4231,0.3445,SH
3849,14,135.1995,1.5821,2.44,0.3331,SH
3849.5,14,91.2757,5.2603,2.4301,0.2366,SH
3850,14,136.353,1.9637,2.4373,0.2889,SH
3850.5,14,137.4146,1.9874,2.4269,0.348,SH
3851,14,129.0287,1.7092,2.4141,0.3211,SH
3851.5,14,126.3558,1.6477,2.406,0.3158,SH
3852,14,119.3945,1.6078,2.468,0.3197,SH
3852.5,14,117.8729,1.387,2.496,0.3197,SH
3853,14,119.5229,1.475,2.47,0.2925,SH
3853.5,14,122.1031,1.7505,2.486,0.2875,SH
3854,14,118.3926,1.5035,2.4561,0.3187,SH
3854.5,14,112.9944,1.5259,2.4281,0.3335,SH
3855,14,121.9538,1.9116,2.4621,0.2942,SH
3855.5,14,121.005,1.8121,2.4919,0.3062,SH
3856,14,122.3462,1.7861,2.462,0.3316,SH
3856.5,14,125.1702,1.565,2.492,0.3023,SH
3857,14,117.2818,1.561,2.492,0.3151,SH
3857.5,14,124.3094,1.4361,2.4601,0.3195,SH
3858,14,126.0952,1.8351,2.4729,0.2896,SH
3858.5,14,126.3356,1.5979,2.457,0.2989,SH
3859,14,130.6502,1.5762,2.4681,0.3389,SH
3859.5,14,124.451,1.5007,2.4331,0.3272,SH
3860,14,129.3534,1.552,2.5108,0.304,SH
3860.5,14,132.8703,1.572,2.436,0.3041,SH
3861,14,136.325,1.5513,2.4789,0.3175,SH
3861.5,14,133.4487,1.651,2.4101,0.3547,SH
3862,14,133.0294,1.5481,2.461,0.3518,SH
3862.5,14,125.3988,1.547,2.478,0.307,SH
3863,14,124.8757,1.572,2.472,0.2786,SH
3863.5,14,118.1298,1.485,2.502,0.2942,SH
3864,14,123.5874,1.444,2.478,0.2968,SH
3864.5,14,102.1814,1.3463,2.4901,0.3426,SH
3865,14,120.9305,3.2004,2.47,0.3055,SH
3865.5,14,122.0454,1.3979,2.4603,0.236,SH
3866,14,84.2221,1.6074,2.4794,0.2095,SH
3866.5,14,125.1146,3.5584,2.482,0.332,SH
3867,14,124.6675,1.3329,2.4571,0.3048,SH
3867.5,14,130.306,1.3481,2.452,0.2881,SH
3868,14,129.0883,1.4946,2.477,0.3438,SH
3868.5,14,140.2417,1.7959,2.43,0.325,SH
3869,14,121.5494,1.4557,2.4181,0.3161,SH
3869.5,14,127.0525,1.5405,2.4159,0.3501,SH
3870,14,128.6575,1.1921,2.452,0.3068,SH
3870.5,14,111.734,1.223,2.4511,0.3007,SH
3871,14,113.6266,1.196,2.451,0.3213,SH
3871.5,14,123.2575,1.2317,2.462,0.3197,SH
3872,14,134.3399,1.3291,2.4411,0.3526,SH
3872.5,14,128.1006,1.3271,2.458,0.3297,SH
3873,14,122.51,1.4059,2.425,0.3353,SH
3873.5,14,126.562,1.507,2.456,0.338,SH
3874,14,132.2198,1.257,2.449,0.3491,SH
3874.5,14,129.5338,1.3819,2.4799,0.3399,SH
3875,14,127.8795,1.4942,2.4091,0.3319,SH
3875.5,14,125.2094,1.7428,2.475,0.3524,SH
3876,14,119.7123,1.4311,2.447,0.3144,SH
3876.5,14,125.6348,1.1843,2.509,0.3042,SH
3877,14,129.9181,1.2122,2.4269,0.3606,SH
3877.5,14,130.2806,1.092,2.4539,0.3244,SH
3878,14,132.6849,1.2029,2.442,0.3511,SH
3878.5,14,128.5127,1.1479,2.466,0.3418,SH
3879,14,124.5218,1.4464,2.466,0.3272,SH
3879.5,14,124.6741,1.3591,2.4101,0.3371,SH
3880,14,111.9618,1.3258,2.4969,0.3152,SH
3880.5,14,113.503,1.4167,2.6469,0.3105,SH
3881,14,125.3892,1.2991,2.5651,0.3286,SH
3881.5,14,129.522,1.3258,2.4019,0.3364,SH
3882,14,123.6241,1.2819,2.484,0.3585,SH
3882.5,14,125.0996,1.3468,2.4041,0.3569,SH
3883,14,130.8156,1.3512,2.4679,0.3216,SH
3883.5,14,121.1406,1.5302,2.46,0.3578,SH
3884,14,121.8144,1.2748,2.4599,0.3279,SH
3884.5,14,125.5587,1.4032,2.4441,0.3333,SH
3885,14,121.457,1.7603,2.472,0.3172,SH
3885.5,14,125.7879,1.4531,2.46,0.338,SH
3886,14,119.6337,1.7352,2.4519,0.3184,SH
3886.5,14,94.0185,1.5464,2.4958,0.2739,SH
3887,14,121.0491,2.5704,2.4702,0.2922,SH
3887.5,14,125.3368,1.4502,2.4471,0.3878,SH
3888,14,126.1594,1.7754,2.4939,0.3377,SH
3888.5,14,113.9406,1.1991,2.451,0.3377,SH
3889,14,110.0566,1.2261,2.365,0.341,SH
3889.5,14,117.0179,1.3077,2.491,0.3585,SH
3890,14,120.0716,1.2963,2.4621,0.3503,SH
3890.5,14,121.533,1.439,2.417,0.323,SH
3891,14,120.7208,1.2811,2.4469,0.3911,SH
3891.5,14,120.2285,1.3313,2.429,0.3655,SH
3892,14,124.5648,1.3518,2.3919,0.3468,SH
3892.5,14,115.6062,1.6157,2.413,0.3503,SH
3893,14,111.3902,1.407,2.466,0.3231,SH
3893.5,14,107.2966,1.5119,2.443,0.311,SH
3894,14,111.4663,1.3032,2.459,0.3221,SH
3894.5,14,106.832,1.4181,2.458,0.3135,SH
3895,14,103.6036,1.5266,2.459,0.2957,SH
3895.5,14,105.4922,1.273,2.45,0.302,SH
3896,14,110.0718,1.2702,2.446,0.3249,SH
3896.5,14,112.8232,1.2022,2.441,0.3236,SH
3897,14,116.3147,1.2958,2.398,0.3445,SH
3897.5,14,116.1658,1.2188,2.427,0.3527,SH
3898,14,110.577,1.1133,2.401,0.3435,SH
3898.5,14,114.6394,1.4676,2.391,0.3308,SH
3899,14,113.9638,1.419,2.412,0.3609,SH
3899.5,14,111.4396,1.3612,2.417,0.325,SH
3900,14,113.7976,1.3993,2.422,0.3152,SH
3900.5,14,110.8351,1.395,2.422,0.3095,SH
3901,14,105.5093,1.4662,2.403,0.3002,SH
3901.5,14,106.038,1.6481,2.414,0.3224,SH
3902,14,99.512,1.7443,2.439,0.3062,SH
3902.5,14,101.945,1.74,2.43,0.2958,SH
3903,14,101.3522,1.5909,2.464,0.291,SH
3903.5,14,102.0082,1.4481,2.434,0.3026,SH
3904,14,106.0304,1.409,2.423,0.3169,SH
3904.5,14,107.5433,1.4961,2.4429,0.3216,SH
3905,14,118.6355,1.3559,2.428,0.2907,SH
3905.5,14,108.3657,1.3411,2.43,0.3025,SH
3906,14,112.5472,1.3811,2.438,0.3198,SH
3906.5,14,112.066,1.3131,2.393,0.3111,SH
3907,14,109.0513,1.6202,2.426,0.3163,SH
3907.5,14,106.081,1.3779,2.478,0.3196,SH
3908,14,109.9221,1.3331,2.385,0.3463,SH
3908.5,14,107.5055,1.3619,2.422,0.3142,SH
3909,14,108.3635,1.3439,2.451,0.3031,SH
3909.5,14,99.5807,1.3261,2.4241,0.3096,SH
3910,14,105.1411,1.3535,2.4358,0.316,SH
3910.5,14,108.3486,1.4958,2.446,0.3021,SH
3911,14,104.4942,1.2146,2.426,0.3161,SH
3911.5,14,100.6323,1.5909,2.4549,0.3121,SH
3912,14,104.1336,1.4418,2.44,0.291,SH
3912.5,14,104.6748,1.3643,2.445,0.2848,SH
3913,14,107.0384,1.544,2.466,0.3118,SH
3913.5,14,112.2382,1.4739,2.442,0.3165,SH
3914,14,104.8567,1.394,2.464,0.3042,SH
3914.5,14,109.4828,1.5383,2.432,0.2983,SH
3915,14,107.5009,1.4947,2.4759,0.3125,SH
3915.5,14,101.6981,1.3943,2.475,0.2939,SH
3916,14,106.4273,1.3833,2.4771,0.3038,SH
3916.5,14,103.7252,1.478,2.472,0.2742,SH
3917,14,105.0359,1.5419,2.451,0.2948,SH
3917.5,14,103.0309,1.4541,2.467,0.2903,SH
3918,14,101.6539,1.4192,2.461,0.2725,SH
3918.5,14,102.969,1.5161,2.477,0.2767,SH
3919,14,103.8266,1.4809,2.47,0.2878,SH
3919.5,14,103.8217,1.5849,2.467,0.3057,SH
3920,14,106.3224,1.586,2.471,0.2739,SH
3920.5,14,106.04,1.6111,2.454,0.3177,SH
3921,14,103.7238,1.7368,2.4701,0.3052,SH
3921.5,14,107.5432,1.7003,2.477,0.2598,SH
3922,14,98.294,1.58,2.459,0.2862,SH
3922.5,14,97.2644,1.6147,2.448,0.2729,SH
3923,14,106.0858,1.5592,2.433,0.2834,SH
3923.5,14,104.5717,1.4294,2.4788,0.3174,SH
3924,14,96.6799,1.657,2.449,0.2729,SH
3924.5,14,99.004,1.5577,2.437,0.2676,SH
3925,14,105.3142,1.5751,2.411,0.2836,SH
