Depth,Well,GR,RT,RHOB,NPHI,Facies,Well
4050,14,25.0298,0.357,2.2731,0.1921,SS,well_1
4050.5,14,34.2734,0.356,2.275,0.1997,SS,well_1
4051,14,43.6397,0.431,2.3438,0.1982,SS,well_1
4051.5,14,33.6507,0.428,2.3529,0.2062,SS,well_1
4052,14,28.876,0.438,2.3401,0.1907,SS,well_1
4052.5,14,29.7892,0.42,2.2971,0.1921,SS,well_1
4053,14,30.2623,0.351,2.271,0.1978,SS,well_1
4053.5,14,27.4705,0.3179,2.266,0.2012,SS,well_1
4054,14,22.0083,0.294,2.26,0.2128,SS,well_1
4054.5,14,19.0443,0.263,2.204,0.2081,SS,well_1
4055,14,20.5961,0.265,2.23,0.2072,SS,well_1
4055.5,14,22.2336,0.304,2.205,0.2038,SS,well_1
4056,14,21.3306,0.276,2.2251,0.2033,SS,well_1
4056.5,14,22.7662,0.281,2.228,0.2093,SS,well_1
4057,14,20.8204,0.262,2.247,0.2077,SS,well_1
4057.5,14,20.8596,0.288,2.235,0.2019,SS,well_1
4058,14,25.574,0.3169,2.2689,0.2024,SS,well_1
4058.5,14,24.1479,0.283,2.251,0.2029,SS,well_1
4059,14,24.1915,0.302,2.2351,0.2013,SS,well_1
4059.5,14,23.8538,0.2869,2.2649,0.2017,SS,well_1
4060,14,21.4826,0.266,2.247,0.193,SS,well_1
4060.5,14,22.5066,0.303,2.2321,0.1964,SS,well_1
4061,14,22.0588,0.304,2.251,0.2028,SS,well_1
4061.5,14,20.5035,0.252,2.234,0.195,SS,well_1
4062,14,23.795,0.258,2.1702,0.2032,SS,well_1
4062.5,14,32.8169,0.241,2.4271,0.1821,SS,well_1
4063,14,41.6641,0.3359,2.3202,0.1521,SS,well_1
4063.5,14,29.2052,0.4876,2.266,0.2115,SS,well_1
4064,14,25.6071,0.356,2.251,0.2027,SS,well_1
4064.5,14,29.0447,0.321,2.2111,0.2042,SS,well_1
4065,14,34.0544,0.307,2.4589,0.227,SS,well_1
4065.5,14,40.56,0.4697,2.3239,0.2176,SS,well_1
4066,14,51.1624,0.4578,2.4423,0.2098,UN,well_1
4066.5,14,25.8744,0.491,2.2741,0.2275,SS,well_1
4067,14,24.8088,0.3331,2.273,0.1963,SS,well_1
4067.5,14,23.2346,0.2991,2.25,0.1976,SS,well_1
4068,14,23.1683,0.284,2.3088,0.1997,SS,well_1
4068.5,14,25.2908,0.2831,2.2478,0.2086,SS,well_1
4069,14,26.4792,0.281,2.24,0.2145,SS,well_1
4069.5,14,26.1268,0.289,2.3188,0.2179,SS,well_1
4070,14,33.4253,0.268,2.35,0.1748,SS,well_1
4070.5,14,37.7326,0.6791,2.6679,0.1448,CB,well_1
4071,14,41.1187,2.1507,2.3694,0.1621,CB,well_1
4071.5,14,43.3503,0.8834,2.494,0.2246,SS,well_1
4072,14,48.0152,0.4433,2.5669,0.1815,CB,well_1
4072.5,14,20.0628,1.1143,2.3049,0.1645,CB,well_1
4073,14,17.8402,0.6529,2.2652,0.188,SS,well_1
4073.5,14,14.3265,0.2172,2.253,0.1981,SS,well_1
4074,14,15.6723,0.2071,2.259,0.2054,SS,well_1
4074.5,14,13.5107,0.2139,2.2811,0.1615,SS,well_1
4075,14,14.3089,1.0744,2.4433,0.0812,CB,well_1
4075.5,14,13.1322,85.3609,2.7299,0.0504,CB,well_1
4076,14,13.3489,77.5751,2.7021,0.0378,CB,well_1
4076.5,14,23.7548,33.1872,2.7041,0.0784,CB,well_1
4077,14,35.5245,5.1504,2.5499,0.1121,CB,well_1
4077.5,14,50.8399,1.0584,2.469,0.1861,CB,well_1
4078,14,18.6797,0.8562,2.3072,0.207,SS,well_1
4078.5,14,15.1565,0.3069,2.2959,0.1781,CB,well_1
4079,14,17.5059,0.3269,2.3889,0.142,CB,well_1
4079.5,14,12.3922,1.1638,2.6748,0.0858,CB,well_1
4080,14,13.6455,1.9879,2.2501,0.2035,CB,well_1
4080.5,14,12.9767,0.2783,2.246,0.2061,SS,well_1
4081,14,16.2976,0.224,2.2839,0.1666,SS,well_1
4081.5,14,15.8072,0.2649,2.28,0.1847,SS,well_1
4082,14,15.6593,0.239,2.261,0.1884,SS,well_1
4082.5,14,14.6953,0.28,2.2841,0.1773,SS,well_1
4083,14,14.5084,0.292,2.3229,0.1872,SS,well_1
4083.5,14,16.2951,0.272,2.3139,0.1877,SS,well_1
4084,14,15.552,0.296,2.2551,0.1915,SS,well_1
4084.5,14,17.0182,0.2212,2.226,0.1962,SS,well_1
4085,14,32.0984,0.2601,2.2671,0.2237,SS,well_1
4085.5,14,32.4285,0.3378,2.296,0.2014,SS,well_1
4086,14,17.1047,0.455,2.292,0.1633,SS,well_1
4086.5,14,17.8842,0.2901,2.29,0.1584,SS,well_1
4087,14,21.5955,0.3341,2.291,0.1757,SS,well_1
4087.5,14,24.5922,0.321,2.273,0.1816,SS,well_1
4088,14,22.1788,0.3589,2.2902,0.1883,SS,well_1
4088.5,14,13.9364,0.342,2.314,0.1338,CB,well_1
4089,14,13.4978,0.394,2.334,0.1469,CB,well_1
4089.5,14,16.6729,0.401,2.313,0.1502,CB,well_1
4090,14,15.1976,0.369,2.311,0.1479,CB,well_1
4090.5,14,15.6777,0.377,2.3,0.1558,CB,well_1
4091,14,19.0232,0.378,2.331,0.1616,CB,well_1
4091.5,14,29.7126,0.387,2.324,0.1947,SS,well_1
4092,14,23.3119,0.339,2.366,0.1832,SS,well_1
4092.5,14,20.4383,0.3999,2.272,0.1547,SS,well_1
4093,14,17.7288,0.382,2.302,0.1666,SS,well_1
4093.5,14,16.3645,0.3839,2.2831,0.162,SS,well_1
4094,14,18.4297,0.485,2.3381,0.144,CB,well_1
4094.5,14,34.9131,0.484,2.4044,0.1668,CB,well_1
4095,14,43.336,0.478,2.2961,0.2167,SS,well_1
4095.5,14,51.6628,0.474,2.275,0.2192,SS,well_1
4096,14,42.2497,0.2901,2.2439,0.2437,SS,well_1
4096.5,14,33.2303,0.306,2.1767,0.2504,SS,well_1
4097,14,33.4024,0.315,2.237,0.2027,SS,well_1
4097.5,14,34.4463,0.3389,2.249,0.2293,SS,well_1
4098,14,36.5901,0.322,2.2829,0.2272,SS,well_1
4098.5,14,40.5849,0.318,2.321,0.2259,SS,well_1
4099,14,42.68,0.42,2.318,0.2189,SS,well_1
4099.5,14,42.2716,0.3469,2.5015,0.2046,CB,well_1
4100,14,39.5614,0.855,2.535,0.1509,CB,well_1
4100.5,14,38.789,2.0639,2.4031,0.1264,CB,well_1
4101,14,43.135,0.3951,2.2252,0.208,SS,well_1
4101.5,14,43.1722,0.3449,2.2451,0.2284,SS,well_1
4102,14,39.8211,0.327,2.5128,0.2263,SS,well_1
4102.5,14,46.5861,0.3559,2.311,0.2132,SS,well_1
4103,14,26.8379,0.4509,2.2661,0.1874,SS,well_1
4103.5,14,25.5735,0.388,2.2361,0.1782,SS,well_1
4104,14,62.4236,0.6036,2.492,0.1667,SS,well_1
4104.5,14,51.8179,0.4621,2.313,0.1729,SS,well_1
4105,14,15.0716,0.31,2.3587,0.1736,SS,well_1
4105.5,14,16.9382,0.262,2.2769,0.1783,SS,well_1
4106,14,16.105,0.268,2.296,0.1661,SS,well_1
4106.5,14,15.959,0.2609,2.2969,0.1609,CB,well_1
4107,14,13.4719,0.286,2.284,0.1702,SS,well_1
4107.5,14,16.8695,0.32,2.3428,0.1814,SS,well_1
4108,14,15.0971,0.4438,2.3119,0.1744,SS,well_1
4108.5,14,20.5719,0.3362,2.2841,0.1505,SS,well_1
4109,14,13.4773,0.292,2.3259,0.1783,SS,well_1
4109.5,14,13.7647,0.2969,2.311,0.181,CB,well_1
4110,14,12.7992,0.297,2.313,0.1769,CB,well_1
4110.5,14,13.6145,0.279,2.311,0.1678,CB,well_1
4111,14,12.0177,0.261,2.272,0.176,SS,well_1
4111.5,14,13.6086,0.242,2.281,0.1856,SS,well_1
4112,14,13.4935,0.3378,2.2691,0.1751,SS,well_1
4112.5,14,17.9812,0.383,2.3,0.1786,SS,well_1
4113,14,15.644,0.329,2.307,0.1681,SS,well_1
4113.5,14,19.9196,0.349,2.291,0.1791,SS,well_1
4114,14,17.6422,0.26,2.2921,0.1941,SS,well_1
4114.5,14,18.3961,0.266,2.222,0.1853,SS,well_1
4115,14,16.3387,0.27,2.239,0.1846,SS,well_1
4115.5,14,16.8317,0.257,2.252,0.2051,SS,well_1
4116,14,19.305,0.319,2.281,0.1661,SS,well_1
4116.5,14,23.0986,0.264,2.235,0.1801,SS,well_1
4117,14,24.1246,0.296,2.252,0.2017,SS,well_1
4117.5,14,14.3577,0.3229,2.289,0.1649,SS,well_1
4118,14,13.9469,0.359,2.257,0.1908,SS,well_1
4118.5,14,13.501,0.2561,2.251,0.196,SS,well_1
4119,14,15.0901,0.274,2.264,0.18,SS,well_1
4119.5,14,13.1175,0.281,2.253,0.1754,SS,well_1
4120,14,14.4899,0.299,2.251,0.1662,SS,well_1
4120.5,14,15.5047,0.272,2.278,0.1689,SS,well_1
4121,14,14.934,0.302,2.259,0.1755,SS,well_1
4121.5,14,16.403,0.283,2.254,0.1854,SS,well_1
4122,14,16.9678,0.297,2.237,0.1849,SS,well_1
4122.5,14,14.0416,0.25,2.23,0.1782,SS,well_1
4123,14,14.3868,0.2061,2.238,0.1633,SS,well_1
4123.5,14,15.955,0.249,2.257,0.1826,SS,well_1
4124,14,15.9344,0.245,2.227,0.1853,SS,well_1
4124.5,14,14.4867,0.244,2.234,0.1997,SS,well_1
4125,14,14.8476,0.246,2.234,0.1798,SS,well_1
4125.5,14,15.7942,0.2911,2.238,0.1971,SS,well_1
4126,14,14.1433,0.257,2.257,0.1878,SS,well_1
4126.5,14,17.1593,0.271,2.242,0.1896,SS,well_1
4127,14,15.2695,0.239,2.255,0.2034,SS,well_1
4127.5,14,16.4649,0.2221,2.2301,0.1977,SS,well_1
4128,14,14.6393,0.246,2.287,0.2071,SS,well_1
4128.5,14,12.7939,0.23,2.289,0.1876,SS,well_1
4129,14,12.8392,0.2807,2.2441,0.1733,SS,well_1
4129.5,14,11.4798,0.254,2.252,0.1939,SS,well_1
4130,14,12.6519,0.1593,2.266,0.1931,SS,well_1
4130.5,14,12.5661,0.184,2.27,0.1869,SS,well_1
4131,14,13.9691,0.37,2.255,0.1603,SS,well_1
4131.5,14,13.1466,0.2509,2.4189,0.1226,CB,well_1
4132,14,14.9958,0.2959,2.2601,0.164,CB,well_1
4132.5,14,13.5614,0.342,2.224,0.1593,CB,well_1
4133,14,11.0194,0.3462,2.239,0.196,SS,well_1
4133.5,14,12.8905,0.2762,2.26,0.1911,SS,well_1
4134,14,12.5016,0.3519,2.2749,0.1882,SS,well_1
4134.5,14,13.5292,0.2042,2.266,0.1853,SS,well_1
4135,14,13.1622,0.239,2.28,0.1882,SS,well_1
4135.5,14,13.3002,0.275,2.29,0.1982,CB,well_1
4136,14,14.1575,0.207,2.2631,0.1854,CB,well_1
4136.5,14,13.5925,0.24,2.4411,0.1765,CB,well_1
4137,14,15.8076,0.276,2.5587,0.1294,CB,well_1
4137.5,14,13.4845,0.299,2.3181,0.1163,CB,well_1
4138,14,13.1909,0.8598,2.319,0.1095,CB,well_1
4138.5,14,11.7623,2.0706,2.35,0.0742,CB,well_1
4139,14,10.3362,4.1272,2.3241,0.0763,CB,well_1
4139.5,14,14.8445,1.6912,2.411,0.1231,SS,well_1
4140,14,19.0678,0.4778,2.3571,0.1654,SS,well_1
4140.5,14,54.1253,0.4159,2.2751,0.1729,SS,well_1
4141,14,51.2162,0.9122,2.3049,0.1691,SS,well_1
4141.5,14,48.8212,0.7064,2.323,0.2117,SS,well_1
4142,14,46.5355,0.3514,2.2521,0.2192,SS,well_1
4142.5,14,48.3924,0.4561,2.279,0.2063,SS,well_1
4143,14,44.6482,0.356,2.272,0.2085,SS,well_1
4143.5,14,40.2025,0.4079,2.2341,0.2232,SS,well_1
4144,14,36.9186,0.3421,2.2169,0.2198,SS,well_1
4144.5,14,39.8975,0.308,2.2339,0.2324,SS,well_1
4145,14,46.614,0.307,2.2121,0.2301,SS,well_1
4145.5,14,38.0385,0.3,2.2489,0.2232,SS,well_1
4146,14,33.3857,0.321,2.256,0.2079,SS,well_1
4146.5,14,34.7463,0.34,2.25,0.1837,SS,well_1
4147,14,36.4123,0.3701,2.3049,0.1959,SS,well_1
4147.5,14,40.1189,0.5009,2.31,0.1885,SS,well_1
4148,14,44.5564,0.371,2.302,0.2056,SS,well_1
4148.5,14,41.2481,0.3939,2.2929,0.2119,SS,well_1
4149,14,41.0105,0.394,2.0329,0.2239,SS,well_1
4149.5,14,16.2667,0.361,2.084,0.2176,SS,well_1
4150,14,18.5577,2.4591,2.136,0.2112,SS,well_1
4150.5,14,20.8933,52.9165,2.1507,0.2048,SS,well_1
4151,14,21.9371,0.4306,2.2311,0.1954,SS,well_1
4151.5,14,25.2946,0.2661,2.2679,0.1847,SS,well_1
4152,14,20.3857,0.259,2.2739,0.1853,SS,well_1
4152.5,14,21.3774,0.273,2.288,0.1866,SS,well_1
4153,14,23.7855,0.327,2.281,0.1577,SS,well_1
4153.5,14,25.8051,0.327,2.263,0.1669,SS,well_1
4154,14,31.8113,0.353,2.332,0.1688,SS,well_1
4154.5,14,36.2698,0.3501,2.3389,0.1405,SS,well_1
4155,14,38.4705,0.4429,2.3291,0.1606,SS,well_1
4155.5,14,37.645,0.4889,2.2949,0.1671,SS,well_1
4156,14,26.2369,0.541,2.323,0.159,SS,well_1
4156.5,14,20.3637,0.4848,2.3901,0.1528,SS,well_1
4157,14,18.2489,6.9199,2.1319,0.1482,SS,well_1
4157.5,14,11.6971,6.4703,2.1939,0.1436,SS,well_1
4158,14,13.5351,18.2898,2.2759,0.1374,SS,well_1
4158.5,14,16.8072,0.4361,2.3499,0.1777,CB,well_1
4159,14,20.1743,0.359,2.31,0.1784,SS,well_1
4159.5,14,19.6074,0.344,2.282,0.1498,SS,well_1
4160,14,18.4892,0.3959,2.293,0.1313,SS,well_1
4160.5,14,20.0511,0.456,2.3529,0.1419,CB,well_1
4161,14,21.1458,0.4899,2.319,0.1916,SS,well_1
4161.5,14,22.7535,0.3601,2.3079,0.1838,SS,well_1
4162,14,24.7408,0.3251,2.308,0.1834,SS,well_1
4162.5,14,27.7884,0.306,2.261,0.1845,SS,well_1
4163,14,28.1327,0.5276,2.3769,0.1839,SS,well_1
4163.5,14,34.9789,0.578,2.3949,0.1606,SS,well_1
4164,14,57.5348,0.593,2.2749,0.2601,SS,well_1
4164.5,14,45.3569,0.406,2.2844,0.2093,SS,well_1
4165,14,52.0601,0.5764,2.28,0.2197,SS,well_1
4165.5,14,56.036,0.3811,2.2899,0.2343,SS,well_1
4166,14,60.1355,0.434,2.2201,0.2319,SS,well_1
4166.5,14,62.65,0.3599,2.2211,0.2411,SS,well_1
4167,14,50.8909,0.3,2.257,0.2238,SS,well_1
4167.5,14,52.3462,0.31,2.246,0.2262,SS,well_1
4168,14,46.9705,0.298,2.214,0.2186,SS,well_1
4168.5,14,43.6447,0.294,2.2211,0.2262,SS,well_1
4169,14,44.1386,0.315,2.19,0.2391,SS,well_1
4169.5,14,38.0155,0.273,2.206,0.2455,SS,well_1
4170,14,37.2716,0.284,2.2638,0.2304,SS,well_1
4170.5,14,36.6409,0.255,2.373,0.2326,SS,well_1
4171,14,36.1302,0.4377,2.3022,0.1587,SS,well_1
4171.5,14,37.0976,5.071,2.231,0.223,SS,well_1
4172,14,33.9012,0.3253,2.189,0.2283,SS,well_1
4172.5,14,33.3857,0.2921,2.199,0.2361,SS,well_1
4173,14,43.5797,0.306,2.209,0.2314,SS,well_1
4173.5,14,42.1685,0.2979,2.231,0.2389,SS,well_1
4174,14,37.8529,0.277,2.252,0.2181,SS,well_1
4174.5,14,38.8911,0.3629,2.276,0.2165,SS,well_1
4175,14,44.8629,0.372,2.263,0.2125,SS,well_1
4175.5,14,48.4075,0.348,2.2711,0.217,SS,well_1
4176,14,52.129,0.341,2.296,0.2268,SS,well_1
4176.5,14,56.1923,0.357,2.241,0.2274,SS,well_1
4177,14,41.9265,0.331,2.242,0.2237,SS,well_1
4177.5,14,40.4424,0.354,2.25,0.213,SS,well_1
4178,14,44.4578,0.323,2.277,0.2214,SS,well_1
4178.5,14,73.9292,0.338,1.9612,0.2687,SS,well_1
4179,14,73.6945,3.8953,2.0911,0.3481,UN,well_1
4179.5,14,82.7036,2.9683,2.366,0.4459,SH,well_1
4180,14,78.0088,2.481,2.4099,0.5857,SH,well_1
4180.5,14,83.5096,4.427,2.3738,0.3662,SH,well_1
4181,14,83.8712,2.3852,2.164,0.4341,SH,well_1
4181.5,14,72.3411,5.848,2.3861,0.6377,SH,well_1
4182,14,43.2095,3.391,2.4572,0.2651,SS,well_1
4182.5,14,67.6004,1.539,2.5401,0.3434,SH,well_1
4183,14,44.2818,2.425,2.491,0.3127,SS,well_1
4183.5,14,45.4877,1.7607,2.4801,0.1402,SS,well_1
4184.5,14,80.0671,5.425,2.1845,0.5536,SH,well_1
4185,14,89.1559,2.2978,1.8051,0.4896,UN,well_1
4185.5,14,56.7874,4.393,2.5837,0.314,SH,well_1
4186,14,62.1659,2.75,1.9036,0.415,SS,well_1
4186.5,14,73.6844,7.9655,2.2237,0.6961,SH,well_1
4187,14,88.1285,3.9876,2.345,0.3461,SH,well_1
4187.5,14,93.1402,3.29,2.303,0.3895,SH,well_1
4188,14,86.7087,2.9394,2.4518,0.5105,SH,well_1
4188.5,14,90.3024,2.653,2.2216,0.4644,SH,well_1
4189,14,97.7707,2.62,2.498,0.2486,SH,well_1
4189.5,14,98.5665,2.2827,2.43,0.2226,SH,well_1
4190,14,82.841,2.1451,2.513,0.2697,SH,well_1
4190.5,14,74.8007,2.6084,2.5339,0.1373,UN,well_1
4191,14,76.7248,2.31,2.567,0.1457,SH,well_1
4191.5,14,84.1417,2.5063,2.548,0.1391,SH,well_1
4192,14,80.9255,2.9668,2.553,0.1701,SH,well_1
4192.5,14,81.491,2.613,2.552,0.1711,SH,well_1
4193,14,84.7342,2.595,2.5141,0.1892,SH,well_1
4193.5,14,84.1447,1.4829,2.8812,0.3153,SH,well_1
4194,14,96.9472,2.059,2.7614,0.3152,SH,well_1
4194.5,14,100.492,2.121,2.506,0.2445,SH,well_1
4195,14,90.8092,2.1996,2.4921,0.2156,SH,well_1
4195.5,14,131.8266,3.3966,2.516,0.2412,SH,well_1
4196,14,107.9818,1.7236,2.6129,0.2403,SH,well_1
4196.5,14,88.1306,1.487,2.4501,0.1764,UN,well_1
4197,14,93.185,1.4678,2.4571,0.423,SH,well_1
4197.5,14,93.2158,1.3611,2.6852,0.1341,SH,well_1
4198,14,93.4245,1.355,3.1493,0.3187,SH,well_1
4198.5,14,88.4905,1.9227,2.5761,0.3313,SH,well_1
4199,14,73.0502,0.7091,2.4231,0.2985,SH,well_1
4199.5,14,49.0438,1.4572,2.4251,0.2809,UN,well_1
4200,14,19.0772,0.6229,2.413,0.1038,SS,well_1
4200.5,14,72.9074,0.7747,2.3649,0.0865,SS,well_1
4201,14,107.9595,1.4398,2.39,0.1314,SS,well_1
4201.5,14,93.5634,1.7191,2.4897,0.6278,SH,well_1
4202,14,85.6666,1.7079,2.6019,0.2461,SH,well_1
4202.5,14,98.0662,3.4565,2.1168,0.206,CB,well_1
4203,14,81.1582,2.8324,2.538,0.2106,SH,well_1
4203.5,14,79.8425,2.529,2.532,0.1392,UN,well_1
4204,14,87.2122,1.7661,2.3934,0.1552,SS,well_1
4204.5,14,85.4494,1.8989,2.7933,0.2326,SH,well_1
4205,14,84.8634,1.8887,2.5081,0.1841,SH,well_1
4205.5,14,88.7738,2.0083,2.535,0.2056,SH,well_1
4206,14,85.1556,2.3707,2.5271,0.1791,SH,well_1
4206.5,14,82.9669,2.3184,2.5341,0.1755,SH,well_1
4207,14,90.0632,2.5618,2.5589,0.1851,SH,well_1
4207.5,14,94.307,2.117,2.551,0.2131,SH,well_1
4208,14,83.0617,2.5087,2.572,0.1716,SH,well_1
4208.5,14,80.2495,3.6118,2.5762,0.1237,SH,well_1
4209,14,82.8045,3.0442,2.6644,0.1834,SH,well_1
4209.5,14,67.0249,2.6626,2.541,0.1227,UN,well_1
4210,14,79.4283,2.0538,2.491,0.1103,SS,well_1
4210.5,14,77.7461,2.0424,2.524,0.2616,SH,well_1
4211,14,77.2814,2.6898,2.519,0.1962,SH,well_1
4211.5,14,77.4528,2.2743,2.51,0.1887,SH,well_1
4212,14,78.391,2.0573,2.516,0.193,SH,well_1
4212.5,14,96.8864,1.7599,2.541,0.2054,SH,well_1
4213,14,77.5558,1.7607,2.45,0.2,SH,well_1
4213.5,14,65.5121,1.1207,2.412,0.194,UN,well_1
4214,14,75.972,0.7079,2.4081,0.1832,UN,well_1
4214.5,14,85.8148,0.9013,2.5409,0.1987,SH,well_1
4215,14,123.7273,1.6737,2.5479,0.1941,SH,well_1
4215.5,14,118.5893,1.423,2.5309,0.2071,SH,well_1
4216,14,110.3377,0.7456,2.522,0.1447,SH,well_1
4216.5,14,94.0655,1.5991,2.522,0.1373,SH,well_1
4217,14,97.5631,1.4684,2.5588,0.1264,SH,well_1
4217.5,14,102.83,0.9319,2.6062,0.1316,SH,well_1
4218,14,99.0213,1.2065,2.471,0.2345,SH,well_1
4218.5,14,104.2228,1.234,2.5691,0.2684,SH,well_1
4219,14,102.1531,1.3889,2.575,0.3058,SH,well_1
4219.5,14,105.3466,1.2691,2.6109,0.2785,SH,well_1
4220,14,98.3625,1.149,2.5791,0.3094,SH,well_1
4220.5,14,101.9593,1.1739,2.534,0.287,SH,well_1
3500,15,36.374,1.756,2.468,0.1694,SS,well_2
3500.5,15,27.346,1.697,2.446,0.1662,SS,well_2
3501,15,16.766,1.924,2.4481,0.166,SS,well_2
3501.5,15,19.357,1.987,2.512,0.1679,SS,well_2
3502,15,17.445,2.017,2.494,0.1536,SS,well_2
3502.5,15,14.036,1.908,2.4781,0.1598,CB,well_2
3503,15,16.225,1.981,2.487,0.1505,CB,well_2
3503.5,15,15.664,2.088,2.4861,0.1505,CB,well_2
3504,15,16.917,2.171,2.5539,0.1407,CB,well_2
3504.5,15,14.554,2.254,2.5059,0.138,CB,well_2
3505,15,14.081,2.349,2.495,0.1409,CB,well_2
3505.5,15,13.683,2.547,2.5181,0.1218,CB,well_2
3506,15,16.003,2.397,2.508,0.1441,CB,well_2
3506.5,15,11.258,2.488,2.4781,0.1333,CB,well_2
3507,15,11.274,2.572,2.5398,0.1314,CB,well_2
3507.5,15,19.514,2.593,2.549,0.133,CB,well_2
3508,15,19.229,2.367,2.4991,0.138,CB,well_2
3508.5,15,13.844,2.232,2.511,0.1414,CB,well_2
3509,15,15.342,2.534,2.547,0.127,CB,well_2
3509.5,15,13.463,2.633,2.5319,0.139,CB,well_2
3510,15,16.587,2.416,2.505,0.1245,CB,well_2
3510.5,15,20.583,2.225,2.524,0.1362,CB,well_2
3511,15,14.677,2.299,2.517,0.1491,CB,well_2
3511.5,15,17.083,2.072,2.5151,0.1642,CB,well_2
3512,15,15.465,2.01,2.4611,0.1527,CB,well_2
3512.5,15,13.015,2.039,2.4659,0.1546,CB,well_2
3513,15,14.066,2.093,2.493,0.1635,CB,well_2
3513.5,15,15.395,2.149,2.4781,0.1359,CB,well_2
3514,15,17.405,2.15,2.539,0.1437,CB,well_2
3514.5,15,12.87,2.102,2.4978,0.1498,CB,well_2
3515,15,17.653,2.085,2.508,0.1588,CB,well_2
3515.5,15,18.005,2.094,2.5269,0.1399,CB,well_2
3516,15,14.461,2.241,2.5251,0.1517,CB,well_2
3516.5,15,15.451,2.279,2.489,0.1447,CB,well_2
3517,15,15.706,2.096,2.5229,0.1529,CB,well_2
3517.5,15,18.227,2.085,2.5071,0.1439,CB,well_2
3518,15,18.841,2.087,2.5081,0.1441,CB,well_2
3518.5,15,14.911,2.096,2.5109,0.1396,CB,well_2
3519,15,11.453,2.025,2.473,0.1434,CB,well_2
3519.5,15,13.031,2.275,2.4869,0.1564,CB,well_2
3520,15,11.918,2.272,2.4831,0.1458,CB,well_2
3520.5,15,13.465,2.239,2.533,0.1376,CB,well_2
3521,15,12.548,2.301,2.5238,0.1374,CB,well_2
3521.5,15,17.206,2.265,2.5281,0.119,CB,well_2
3522,15,15.549,2.345,2.491,0.1449,CB,well_2
3522.5,15,10.912,2.445,2.492,0.1053,CB,well_2
3523,15,13.857,2.484,2.496,0.1333,CB,well_2
3523.5,15,11.504,2.623,2.5221,0.128,CB,well_2
3524,15,17.593,2.595,2.5659,0.1205,CB,well_2
3524.5,15,20.14,2.718,2.5829,0.1223,CB,well_2
3525,15,14.433,2.985,2.5302,0.116,CB,well_2
3525.5,15,24.306,2.936,2.545,0.1288,CB,well_2
3526,15,21.312,2.733,2.5719,0.1231,CB,well_2
3526.5,15,17.628,2.861,2.554,0.124,CB,well_2
3527,15,17.446,3.402,2.558,0.1186,CB,well_2
3527.5,15,17.338,3.448,2.5651,0.1279,CB,well_2
3528,15,18.126,3.25,2.5849,0.1092,CB,well_2
3528.5,15,17.154,2.973,2.5431,0.1306,CB,well_2
3529,15,15.487,3.014,2.5311,0.1443,CB,well_2
3529.5,15,11.822,4.227,2.569,0.0974,CB,well_2
3530,15,11.563,4.368,2.586,0.0974,CB,well_2
3530.5,15,11.109,4.373,2.5849,0.0906,CB,well_2
3531,15,13.417,4.199,2.5621,0.0985,CB,well_2
3531.5,15,11.183,4.18,2.5681,0.0887,CB,well_2
3532,15,10.445,3.977,2.5691,0.1148,CB,well_2
3532.5,15,12.84,4.307,2.5839,0.0946,CB,well_2
3533,15,13.98,4.894,2.579,0.098,CB,well_2
3533.5,15,18.313,4.5,2.575,0.1045,CB,well_2
3534,15,15.838,4.5,2.6039,0.0951,CB,well_2
3534.5,15,13.701,4.491,2.57,0.1048,CB,well_2
3535,15,15.083,4.254,2.559,0.1017,CB,well_2
3535.5,15,12.28,4.037,2.5631,0.1105,CB,well_2
3536,15,16.115,3.197,2.4802,0.1357,CB,well_2
3536.5,15,12.363,3.48,2.5278,0.1105,CB,well_2
3537,15,10.707,4.078,2.5431,0.0973,CB,well_2
3537.5,15,14.931,4.067,2.5289,0.1079,CB,well_2
3538,15,16.555,4.63,2.559,0.1107,CB,well_2
3538.5,15,20.022,4.67,2.578,0.1093,CB,well_2
3539,15,22.349,4.393,2.5561,0.1081,CB,well_2
3539.5,15,19.926,4.747,2.561,0.116,CB,well_2
3540,15,21.947,4.515,2.56,0.1037,CB,well_2
3540.5,15,22.87,4.585,2.571,0.1143,CB,well_2
3541,15,20.053,5.058,2.5521,0.1011,CB,well_2
3541.5,15,22.196,4.767,2.5481,0.1223,CB,well_2
3542,15,27.557,4.171,2.5581,0.1249,CB,well_2
3542.5,15,16.917,5.02,2.5979,0.1028,CB,well_2
3543,15,20.484,5.496,2.5619,0.1023,CB,well_2
3543.5,15,13.042,5.718,2.5739,0.0984,CB,well_2
3544,15,17.256,5.848,2.5671,0.1056,CB,well_2
3544.5,15,19.347,5.996,2.583,0.1003,CB,well_2
3545,15,20.502,6.827,2.563,0.0973,CB,well_2
3545.5,15,25.086,5.572,2.5791,0.1095,CB,well_2
3546,15,21.592,5.946,2.5422,0.1321,CB,well_2
3546.5,15,13.346,6.916,2.5839,0.073,CB,well_2
3547,15,13.297,6.36,2.573,0.0846,CB,well_2
3547.5,15,13.277,5.557,2.6078,0.0902,CB,well_2
3548,15,13.239,6.124,2.567,0.0951,CB,well_2
3548.5,15,13.14,6.366,2.585,0.0849,CB,well_2
3549,15,15.239,5.784,2.5761,0.0893,CB,well_2
3549.5,15,18.38,5.175,2.571,0.0992,CB,well_2
3550,15,13.839,5.41,2.578,0.0924,CB,well_2
3550.5,15,12.31,6.182,2.6069,0.0731,CB,well_2
