Depth,Well,GR,RT,RHOB,NPHI,Facies,,
3875.5,1,125.2094,1.7428,2.475,0.3524,SH,,
3876,1,119.7123,1.4311,2.447,0.3144,SH,,
3876.5,1,125.6348,1.1843,2.509,0.3042,SH,,
3877,1,129.9181,1.2122,2.4269,0.3606,SH,,
3877.5,1,130.2806,1.092,2.4539,0.3244,SH,,
3878,1,132.6849,1.2029,2.442,0.3511,SH,,
3878.5,1,128.5127,1.1479,2.466,0.3418,SH,,
3879,1,124.5218,1.4464,2.466,0.3272,SH,,
3879.5,1,124.6741,1.3591,2.4101,0.3371,SH,,
3880,1,111.9618,1.3258,2.4969,0.3152,SH,,
3880.5,1,113.503,1.4167,2.6469,0.3105,SH,,
3881,1,125.3892,1.2991,2.5651,0.3286,SH,,
3881.5,1,129.522,1.3258,2.4019,0.3364,SH,,
3882,1,123.6241,1.2819,2.484,0.3585,SH,,
3882.5,1,125.0996,1.3468,2.4041,0.3569,SH,,
3883,1,130.8156,1.3512,2.4679,0.3216,SH,,
3883.5,1,121.1406,1.5302,2.46,0.3578,SH,,
3884,1,121.8144,1.2748,2.4599,0.3279,SH,,
3884.5,1,125.5587,1.4032,2.4441,0.3333,SH,,
3885,1,121.457,1.7603,2.472,0.3172,SH,,
3885.5,1,125.7879,1.4531,2.46,0.338,SH,,
3886,1,119.6337,1.7352,2.4519,0.3184,SH,,
3886.5,1,94.0185,1.5464,2.4958,0.2739,SH,,
3887,1,121.0491,2.5704,2.4702,0.2922,SH,,
3887.5,1,125.3368,1.4502,2.4471,0.3878,SH,,
3888,1,126.1594,1.7754,2.4939,0.3377,SH,,
3888.5,1,113.9406,1.1991,2.451,0.3377,SH,,
3889,1,110.0566,1.2261,2.365,0.341,SH,,
3889.5,1,117.0179,1.3077,2.491,0.3585,SH,,
3890,1,120.0716,1.2963,2.4621,0.3503,SH,,
3890.5,1,121.533,1.439,2.417,0.323,SH,,
3891,1,120.7208,1.2811,2.4469,0.3911,SH,,
3891.5,1,120.2285,1.3313,2.429,0.3655,SH,,
3892,1,124.5648,1.3518,2.3919,0.3468,SH,,
3892.5,1,115.6062,1.6157,2.413,0.3503,SH,,
3893,1,111.3902,1.407,2.466,0.3231,SH,,
3893.5,1,107.2966,1.5119,2.443,0.311,SH,,
3894,1,111.4663,1.3032,2.459,0.3221,SH,,
3894.5,1,106.832,1.4181,2.458,0.3135,SH,,
3895,1,103.6036,1.5266,2.459,0.2957,SH,,
3895.5,1,105.4922,1.273,2.45,0.302,SH,,
3896,1,110.0718,1.2702,2.446,0.3249,SH,,
3896.5,1,112.8232,1.2022,2.441,0.3236,SH,,
3897,1,116.3147,1.2958,2.398,0.3445,SH,,
3897.5,1,116.1658,1.2188,2.427,0.3527,SH,,
3898,1,110.577,1.1133,2.401,0.3435,SH,,
3898.5,1,114.6394,1.4676,2.391,0.3308,SH,,
3899,1,113.9638,1.419,2.412,0.3609,SH,,
3899.5,1,111.4396,1.3612,2.417,0.325,SH,,
3900,1,113.7976,1.3993,2.422,0.3152,SH,,
3900.5,1,110.8351,1.395,2.422,0.3095,SH,,
3901,1,105.5093,1.4662,2.403,0.3002,SH,,
3901.5,1,106.038,1.6481,2.414,0.3224,SH,,
3902,1,99.512,1.7443,2.439,0.3062,SH,,
3902.5,1,101.945,1.74,2.43,0.2958,SH,,
3903,1,101.3522,1.5909,2.464,0.291,SH,,
3903.5,1,102.0082,1.4481,2.434,0.3026,SH,,
3904,1,106.0304,1.409,2.423,0.3169,SH,,
3904.5,1,107.5433,1.4961,2.4429,0.3216,SH,,
3905,1,118.6355,1.3559,2.428,0.2907,SH,,
3905.5,1,108.3657,1.3411,2.43,0.3025,SH,,
3906,1,112.5472,1.3811,2.438,0.3198,SH,,
3906.5,1,112.066,1.3131,2.393,0.3111,SH,,
3907,1,109.0513,1.6202,2.426,0.3163,SH,,
3907.5,1,106.081,1.3779,2.478,0.3196,SH,,
3908,1,109.9221,1.3331,2.385,0.3463,SH,,
3908.5,1,107.5055,1.3619,2.422,0.3142,SH,,
3909,1,108.3635,1.3439,2.451,0.3031,SH,,
3909.5,1,99.5807,1.3261,2.4241,0.3096,SH,,
3910,1,105.1411,1.3535,2.4358,0.316,SH,,
3910.5,1,108.3486,1.4958,2.446,0.3021,SH,,
3911,1,104.4942,1.2146,2.426,0.3161,SH,,
3911.5,1,100.6323,1.5909,2.4549,0.3121,SH,,
3912,1,104.1336,1.4418,2.44,0.291,SH,,
3912.5,1,104.6748,1.3643,2.445,0.2848,SH,,
3913,1,107.0384,1.544,2.466,0.3118,SH,,
3913.5,1,112.2382,1.4739,2.442,0.3165,SH,,
3914,1,104.8567,1.394,2.464,0.3042,SH,,
3914.5,1,109.4828,1.5383,2.432,0.2983,SH,,
3915,1,107.5009,1.4947,2.4759,0.3125,SH,,
3915.5,1,101.6981,1.3943,2.475,0.2939,SH,,
3916,1,106.4273,1.3833,2.4771,0.3038,SH,,
3916.5,1,103.7252,1.478,2.472,0.2742,SH,,
3917,1,105.0359,1.5419,2.451,0.2948,SH,,
3917.5,1,103.0309,1.4541,2.467,0.2903,SH,,
3918,1,101.6539,1.4192,2.461,0.2725,SH,,
3918.5,1,102.969,1.5161,2.477,0.2767,SH,,
3919,1,103.8266,1.4809,2.47,0.2878,SH,,
3919.5,1,103.8217,1.5849,2.467,0.3057,SH,,
3920,1,106.3224,1.586,2.471,0.2739,SH,,
3920.5,1,106.04,1.6111,2.454,0.3177,SH,,
3921,1,103.7238,1.7368,2.4701,0.3052,SH,,
3921.5,1,107.5432,1.7003,2.477,0.2598,SH,,
3922,1,98.294,1.58,2.459,0.2862,SH,,
3922.5,1,97.2644,1.6147,2.448,0.2729,SH,,
3923,1,106.0858,1.5592,2.433,0.2834,SH,,
3923.5,1,104.5717,1.4294,2.4788,0.3174,SH,,
3924,1,96.6799,1.657,2.449,0.2729,SH,,
3924.5,1,99.004,1.5577,2.437,0.2676,SH,,
3925,1,105.3142,1.5751,2.411,0.2836,SH,,
3925.5,1,105.0249,1.73,2.3961,0.2906,SH,,
3926,1,104.9218,1.3476,2.4439,0.2844,SH,,
3926.5,1,96.7871,1.7203,2.432,0.2782,SH,,
3927,1,110.626,1.4692,2.424,0.3062,SH,,
3927.5,1,114.2455,1.903,2.4289,0.2912,SH,,
3928,1,115.2969,1.9081,2.4329,0.286,SH,,
3928.5,1,109.4312,1.7944,2.445,0.2687,SH,,
3929,1,99.1932,1.897,2.472,0.2418,SH,,
3929.5,1,97.015,1.858,2.5379,0.2366,SH,,
3930,1,105.1642,1.7229,2.4402,0.266,SH,,
3930.5,1,97.8955,1.8586,2.5098,0.285,SH,,
3931,1,107.1536,1.7309,2.5289,0.2454,SH,,
3931.5,1,99.6121,1.9475,2.476,0.2794,SH,,
3932,1,101.2966,2.0736,2.479,0.2737,SH,,
3932.5,1,99.8819,1.763,2.524,0.2698,SH,,
3933,1,105.1646,1.686,2.4801,0.297,SH,,
3933.5,1,103.0309,1.9008,2.466,0.2723,SH,,
3934,1,104.2071,3.6472,2.48,0.2755,SH,,
3934.5,1,103.9292,4.0526,2.5099,0.2564,SH,,
3935,1,101.7257,1.5816,2.5393,0.2511,SH,,
3935.5,1,79.3054,4.0538,2.5109,0.3349,SH,,
3936,1,99.5338,2.3399,2.532,0.2697,SH,,
3936.5,1,100.1166,1.6859,2.4611,0.2516,SH,,
3937,1,102.0782,1.5546,2.5109,0.2484,SH,,
3937.5,1,102.8712,1.6905,2.472,0.2754,SH,,
3938,1,99.5322,1.615,2.482,0.2566,SH,,
3938.5,1,103.0139,1.747,2.4549,0.276,SH,,
3939,1,103.8263,1.5409,2.445,0.2678,SH,,
3939.5,1,126.6097,1.5389,2.484,0.2694,SH,,
3940,1,128.4154,1.579,2.449,0.2967,SH,,
3940.5,1,98.4191,1.4575,2.468,0.2581,SH,,
3941,1,97.5093,1.4025,2.449,0.2524,SH,,
3941.5,1,96.5492,1.553,2.441,0.2564,SH,,
3942,1,90.5812,1.5227,2.479,0.2471,SH,,
3942.5,1,96.6765,1.3909,2.47,0.2668,SH,,
3943,1,97.3124,1.3369,2.484,0.26,SH,,
3943.5,1,96.9399,1.352,2.5069,0.2593,SH,,
3944,1,95.2664,1.3107,2.514,0.2556,SH,,
3944.5,1,91.3661,1.4141,2.515,0.2662,SH,,
3945,1,92.1494,1.4519,2.5109,0.2438,SH,,
3945.5,1,93.9951,1.385,2.503,0.2486,SH,,
3946,1,69.4249,1.447,2.6389,0.2059,SH,,
3946.5,1,86.5671,4.4327,2.5284,0.276,SH,,
3947,1,96.3899,1.5329,2.507,0.2447,SH,,
3947.5,1,97.1589,1.5842,2.502,0.2669,SH,,
3948,1,99.3517,1.4958,2.472,0.2601,SH,,
3948.5,1,76.8756,1.5531,2.4952,0.2234,SH,,
3949,1,95.4092,2.6156,2.4941,0.2624,SH,,
3949.5,1,96.4698,1.53,2.487,0.2554,SH,,
3950,1,94.5529,1.5554,2.472,0.2899,SH,,
3950.5,1,93.2076,1.187,2.464,0.2739,SH,,
3951,1,98.2,1.4161,2.461,0.2682,SH,,
3951.5,1,95.8043,1.4774,2.463,0.2653,SH,,
3952,1,92.1925,1.4499,2.5,0.2556,SH,,
3952.5,1,91.7398,1.6119,2.463,0.2526,SH,,
3953,1,95.9807,1.6221,2.4959,0.2494,SH,,
3953.5,1,88.682,1.3133,2.509,0.2584,SH,,
3954,1,101.2348,1.8669,2.49,0.2636,SH,,
3954.5,1,91.0579,1.512,2.5439,0.2752,SH,,
3955,1,94.2092,1.6022,2.5469,0.2447,SH,,
3955.5,1,107.475,1.9799,2.497,0.2443,SH,,
3956,1,113.5647,1.5063,2.477,0.3062,SH,,
3956.5,1,89.2952,1.4616,2.472,0.2559,SH,,
3957,1,99.2297,1.2782,2.446,0.2613,SH,,
3957.5,1,97.2168,1.454,2.4521,0.2859,SH,,
3958,1,96.8273,1.4131,2.447,0.2886,SH,,
3958.5,1,95.5256,1.458,2.4431,0.2665,SH,,
3959,1,100.6152,1.2768,2.467,0.2495,SH,,
3959.5,1,96.3129,1.3829,2.5019,0.2624,SH,,
3960,1,77.3576,1.3263,2.6222,0.2145,SH,,
3960.5,1,90.7436,2.1568,2.4941,0.2733,SH,,
3961,1,93.853,1.7382,2.47,0.2371,SH,,
3961.5,1,92.983,1.7601,2.494,0.228,SH,,
3962,1,88.336,1.5512,2.5,0.2664,SH,,
3962.5,1,77.8789,1.5786,2.5559,0.2307,SH,,
3963,1,90.3538,1.788,2.6953,0.2193,SH,,
3963.5,1,92.6148,2.1153,2.479,0.2339,SH,,
3964,1,88.4476,1.7617,2.476,0.2436,SH,,
3964.5,1,94.3217,1.7646,2.525,0.2145,SH,,
3965,1,95.8259,1.4559,2.513,0.24,SH,,
3965.5,1,100.2311,1.3824,2.4941,0.2572,SH,,
3966,1,100.2235,1.4428,2.459,0.264,SH,,
3966.5,1,90.1522,1.5747,2.439,0.2317,SH,,
3967,1,90.972,1.5582,2.503,0.2374,SH,,
3967.5,1,94.8464,0.6426,2.484,0.2957,SH,,
3968,1,92.2725,1.4857,2.4539,0.2325,SH,,
3968.5,1,56.0221,1.1304,2.502,0.2658,SS,,
3969,1,61.9898,3.6631,2.5398,0.1604,SH,,
3969.5,1,94.428,1.8811,2.5655,0.227,SH,,
3970,1,96.1125,1.4569,2.442,0.2377,SH,,
3970.5,1,95.4977,1.4499,2.465,0.2531,SH,,
3971,1,100.7272,1.49,2.5236,0.2726,SH,,
3971.5,1,96.9407,1.4014,2.459,0.2802,SH,,
3972,1,95.4094,1.1041,2.4429,0.2679,SH,,
3972.5,1,100.2631,1.5496,2.48,0.2972,SH,,
3973,1,94.9773,1.327,2.4591,0.285,SH,,
3973.5,1,76.5748,1.4276,2.6541,0.2911,SH,,
3974,1,95.8001,2.7389,2.5999,0.2125,SH,,
3974.5,1,98.5325,1.0115,2.481,0.2835,SH,,
3975,1,99.355,1.2989,2.454,0.2778,SH,,
3975.5,1,97.3224,0.6311,2.4161,0.2909,SH,,
3976,1,92.1691,1.6334,2.5029,0.2965,SH,,
3976.5,1,99.2958,1.2522,2.479,0.2839,SH,,
3977,1,99.1288,1.5612,2.5229,0.2791,SH,,
3977.5,1,99.1831,1.369,2.4491,0.2824,SH,,
3978,1,97.4639,1.2535,2.4919,0.269,SH,,
3978.5,1,93.9988,1.3788,2.471,0.2782,SH,,
3979,1,95.3895,1.3291,2.467,0.2788,SH,,
3979.5,1,96.2822,1.339,2.475,0.2772,SH,,
3980,1,94.3668,1.3447,2.4521,0.2849,SH,,
3980.5,1,94.1736,1.1951,2.479,0.268,SH,,
3981,1,91.8437,1.211,2.4999,0.27,SH,,
3981.5,1,52.6321,5.4184,2.9319,0.2474,CB,,
3982,1,90.6202,5.1445,2.4753,0.2732,SH,,
3982.5,1,99.3789,1.8156,2.479,0.2527,SH,,
3983,1,101.2325,1.4506,2.502,0.2651,SH,,
3983.5,1,89.6927,1.4385,2.4929,0.2622,SH,,
3984,1,102.3135,1.5578,2.4939,0.2654,SH,,
3984.5,1,97.0981,1.5691,2.477,0.2663,SH,,
3985,1,86.2095,1.5733,2.6841,0.2704,SH,,
3985.5,1,87.7068,1.8762,2.5168,0.2234,SH,,
3986,1,71.9873,2.8806,2.893,0.2109,SH,,
3986.5,1,74.2332,1.8471,2.4911,0.2074,SH,,
3987,1,96.8868,1.2199,2.3832,0.3142,SH,,
3987.5,1,95.4443,1.4969,2.485,0.3873,SH,,
3988,1,98.6103,1.2041,2.481,0.3571,SH,,
3988.5,1,94.4592,1.0703,2.4471,0.3288,SH,,
3989,1,100.144,1.287,2.499,0.3179,SH,,
3989.5,1,100.455,1.3449,2.492,0.3093,SH,,
3990,1,100.3228,1.4688,2.4871,0.2952,SH,,
3990.5,1,86.3851,2.8519,2.5631,0.2455,SH,,
3991,1,91.2889,1.4377,2.478,0.2855,SH,,
3991.5,1,90.7209,2.1862,2.5658,0.2976,SH,,
3992,1,70.8549,1.5897,2.7399,0.2625,SH,,
3992.5,1,85.3772,1.3679,2.436,0.2673,SH,,
3993,1,81.2101,1.1922,2.419,0.2579,SH,,
3993.5,1,71.6168,1.1222,2.412,0.2464,SH,,
3994,1,67.0912,0.9662,2.426,0.23,SH,,
3994.5,1,54.5446,0.9249,2.406,0.1907,SS,,
3995,1,51.3104,0.8374,2.3902,0.2277,UN,,
3995.5,1,49.7762,0.7981,2.39,0.1935,SS,,
3996,1,41.6503,1.0752,2.43,0.1877,SS,,
3996.5,1,36.4986,16.2184,3.0949,0.1461,CB,,
3997,1,40.4338,0.5734,2.7465,0.1143,CB,,
3997.5,1,41.9735,0.8008,2.5298,0.2073,CB,,
3998,1,45.5994,0.6102,2.367,0.1952,SS,,
3998.5,1,38.5644,1.1027,2.3671,0.1956,SS,,
3999,1,35.6838,0.8103,2.1642,0.2154,SS,,
3999.5,1,41.4935,0.767,2.4,0.1962,CB,,
4000,1,36.2931,0.7823,2.353,0.1812,SS,,
4000.5,1,34.7213,0.6,2.377,0.1964,SS,,
4001,1,34.0035,0.7723,2.362,0.1876,SS,,
4001.5,1,38.2266,1.2271,2.3591,0.1837,SS,,
4002,1,30.4453,0.6667,2.625,0.1895,CB,,
4002.5,1,29.2341,0.417,2.3571,0.1753,CB,,
4003,1,23.8017,0.617,2.3718,0.2084,SS,,
4003.5,1,26.5819,0.459,2.4231,0.1875,SS,,
4004,1,27.4338,0.901,2.3559,0.2122,SS,,
4004.5,1,28.7617,0.5971,2.4511,0.2084,SS,,
4005,1,33.1196,0.7728,2.3261,0.203,SS,,
4005.5,1,29.4466,0.5061,2.3068,0.2191,SS,,
4006,1,33.6752,0.816,2.347,0.2103,SS,,
4006.5,1,35.9529,0.983,2.4345,0.188,CB,,
4007,1,39.8253,0.8782,2.381,0.2139,CB,,
4007.5,1,46.3521,0.913,2.382,0.2134,SS,,
4008,1,50.6996,1.5298,2.5707,0.2087,SS,,
4008.5,1,51.0931,0.8093,2.397,0.2305,SS,,
4009,1,44.4206,1.0618,2.409,0.2068,SS,,
4009.5,1,49.4397,2.8255,2.6458,0.183,CB,,
4010,1,58.1977,0.8669,2.5469,0.243,CB,,
4010.5,1,61.3778,0.6547,2.3361,0.2131,SS,,
4011,1,45.2197,0.528,2.3161,0.2188,SS,,
4011.5,1,40.2261,0.4643,2.2192,0.2199,SS,,
4012,1,36.8023,0.6571,2.5988,0.2438,SS,,
4012.5,1,35.7583,0.8005,2.7491,0.2365,CB,,
4013,1,34.0586,0.76,2.393,0.2464,SS,,
4013.5,1,34.5082,0.9209,2.5835,0.2096,CB,,
4014,1,27.8115,0.9129,2.7385,0.1777,CB,,
4014.5,1,30.0033,3.8359,2.3632,0.215,CB,,
4015,1,30.0027,0.5029,2.2012,0.2106,SS,,
4015.5,1,30.2957,0.4909,2.4156,0.1817,SS,,
4016,1,30.9505,0.8612,2.312,0.2167,SS,,
4016.5,1,33.4781,0.5169,2.3221,0.215,SS,,
4017,1,35.3156,0.524,2.4547,0.2146,SS,,
4017.5,1,31.2946,0.7738,2.5079,0.2202,SS,,
4018,1,37.0224,1.3904,2.4333,0.2151,CB,,
4018.5,1,37.1912,1.5143,2.3159,0.236,CB,,
4019,1,38.6847,0.5428,2.3101,0.2353,SS,,
4019.5,1,39.7597,0.7606,2.3149,0.2285,SS,,
4020,1,39.9422,0.5812,2.294,0.2333,SS,,
4020.5,1,39.6959,0.47,2.3,0.2359,SS,,
4021,1,35.6645,0.499,2.4745,0.2184,SS,,
4021.5,1,37.1314,1.3312,2.3798,0.2277,SS,,
4022,1,34.4616,0.497,2.4909,0.2534,SS,,
4022.5,1,25.7695,0.5139,2.6206,0.2675,SS,,
4023,1,29.5082,1.7079,2.6749,0.2323,CB,,
4023.5,1,38.9578,0.6152,2.641,0.2219,CB,,
4024,1,31.4657,1.0864,2.4301,0.2509,CB,,
4024.5,1,28.3588,0.5231,2.4599,0.2211,SS,,
4025,1,63.6772,0.5703,2.5269,0.2067,UN,,
4025.5,1,71.118,0.9514,2.7295,0.2911,SH,,
4026,1,60.4438,1.6763,2.9057,0.3273,CB,,
4026.5,1,40.7884,1.9537,2.9161,0.2961,CB,,
4027,1,39.4646,1.4836,2.8006,0.3691,CB,,
4027.5,1,32.9945,1.3944,2.6544,0.3444,CB,,
4028,1,34.7758,0.8152,2.4508,0.3054,SS,,
4028.5,1,45.3754,1.0472,2.7661,0.2095,CB,,
4029,1,40.3606,1.2214,2.529,0.2767,CB,,
4029.5,1,36.7953,0.6972,2.55,0.2934,CB,,
4030,1,37.3534,0.6392,2.5484,0.2436,SS,,
4030.5,1,38.7692,0.5281,2.427,0.1778,CB,,
4031,1,34.6864,2.7592,2.7011,0.155,CB,,
4031.5,1,50.1539,1.1551,2.382,0.1967,SS,,
4032,1,47.7158,0.4922,2.35,0.2426,SS,,
4032.5,1,49.6943,0.472,2.3249,0.2449,SS,,
4033,1,41.7688,0.4642,2.41,0.2347,SS,,
4033.5,1,80.9937,0.4639,2.4858,0.315,SH,,
4034,1,91.2871,1.9434,2.485,0.3113,SH,,
4034.5,1,77.4415,1.5181,2.622,0.3703,SH,,
4035,1,58.8931,1.2194,2.8098,0.365,CB,,
4035.5,1,30.8371,0.6211,2.6621,0.2204,CB,,
4036,1,24.0457,1.6121,2.428,0.1098,CB,,
4036.5,1,18.1681,0.4704,2.2973,0.1747,CB,,
4037,1,10.8541,0.3713,2.2401,0.1847,SS,,
4037.5,1,11.9718,0.3269,2.2898,0.1713,SS,,
4038,1,12.2045,0.254,2.287,0.1697,CB,,
4038.5,1,10.7308,0.2919,2.307,0.1658,CB,,
4039,1,13.4218,0.333,2.269,0.165,CB,,
4039.5,1,11.1886,0.332,2.282,0.1655,CB,,
4040,1,11.4491,0.294,2.3209,0.1621,CB,,
4040.5,1,12.3791,0.3412,2.311,0.159,CB,,
4041,1,11.8945,0.2749,2.3429,0.1664,CB,,
4041.5,1,13.3829,0.313,2.3051,0.1521,CB,,
4042,1,14.0877,0.286,2.295,0.1767,CB,,
4042.5,1,13.3439,0.2371,2.292,0.1726,CB,,
4043,1,13.06,0.3589,2.275,0.1621,CB,,
4043.5,1,13.7257,0.294,2.307,0.1742,CB,,
4044,1,12.5128,0.2451,2.2852,0.1633,CB,,
4044.5,1,13.508,0.3959,2.2972,0.1709,SS,,
4045,1,14.1596,0.295,2.305,0.1604,SS,,
4045.5,1,12.6261,0.2799,2.286,0.1793,SS,,
4046,1,11.3848,0.2095,2.3241,0.1768,CB,,
4046.5,1,13.9825,0.234,2.4419,0.1842,CB,,
4047,1,19.5874,0.283,2.3022,0.1706,SS,,
4047.5,1,21.8953,0.382,2.3169,0.1839,SS,,
4048,1,26.763,0.35,2.303,0.1895,SS,,
4048.5,1,24.1192,0.38,2.298,0.1791,SS,,
4049,1,27.1294,0.373,2.299,0.1892,SS,,
4049.5,1,24.5608,0.337,2.279,0.2026,SS,,
4050,1,25.0298,0.357,2.2731,0.1921,SS,,
4050.5,1,34.2734,0.356,2.275,0.1997,SS,,
4051,1,43.6397,0.431,2.3438,0.1982,SS,,
4051.5,1,33.6507,0.428,2.3529,0.2062,SS,,
4052,1,28.876,0.438,2.3401,0.1907,SS,,
4052.5,1,29.7892,0.42,2.2971,0.1921,SS,,
4053,1,30.2623,0.351,2.271,0.1978,SS,,
4053.5,1,27.4705,0.3179,2.266,0.2012,SS,,
4054,1,22.0083,0.294,2.26,0.2128,SS,,
4054.5,1,19.0443,0.263,2.204,0.2081,SS,,
4055,1,20.5961,0.265,2.23,0.2072,SS,,
4055.5,1,22.2336,0.304,2.205,0.2038,SS,,
4056,1,21.3306,0.276,2.2251,0.2033,SS,,
4056.5,1,22.7662,0.281,2.228,0.2093,SS,,
4057,1,20.8204,0.262,2.247,0.2077,SS,,
4057.5,1,20.8596,0.288,2.235,0.2019,SS,,
4058,1,25.574,0.3169,2.2689,0.2024,SS,,
4058.5,1,24.1479,0.283,2.251,0.2029,SS,,
4059,1,24.1915,0.302,2.2351,0.2013,SS,,
4059.5,1,23.8538,0.2869,2.2649,0.2017,SS,,
4060,1,21.4826,0.266,2.247,0.193,SS,,
4060.5,1,22.5066,0.303,2.2321,0.1964,SS,,
4061,1,22.0588,0.304,2.251,0.2028,SS,,
4061.5,1,20.5035,0.252,2.234,0.195,SS,,
4062,1,23.795,0.258,2.1702,0.2032,SS,,
4062.5,1,32.8169,0.241,2.4271,0.1821,SS,,
4063,1,41.6641,0.3359,2.3202,0.1521,SS,,
4063.5,1,29.2052,0.4876,2.266,0.2115,SS,,
4064,1,25.6071,0.356,2.251,0.2027,SS,,
4064.5,1,29.0447,0.321,2.2111,0.2042,SS,,
4065,1,34.0544,0.307,2.4589,0.227,SS,,
4065.5,1,40.56,0.4697,2.3239,0.2176,SS,,
4066,1,51.1624,0.4578,2.4423,0.2098,UN,,
4066.5,1,25.8744,0.491,2.2741,0.2275,SS,,
4067,1,24.8088,0.3331,2.273,0.1963,SS,,
4067.5,1,23.2346,0.2991,2.25,0.1976,SS,,
4068,1,23.1683,0.284,2.3088,0.1997,SS,,
4068.5,1,25.2908,0.2831,2.2478,0.2086,SS,,
4069,1,26.4792,0.281,2.24,0.2145,SS,,
4069.5,1,26.1268,0.289,2.3188,0.2179,SS,,
4070,1,33.4253,0.268,2.35,0.1748,SS,,
4070.5,1,37.7326,0.6791,2.6679,0.1448,CB,,
4071,1,41.1187,2.1507,2.3694,0.1621,CB,,
4071.5,1,43.3503,0.8834,2.494,0.2246,SS,,
4072,1,48.0152,0.4433,2.5669,0.1815,CB,,
4072.5,1,20.0628,1.1143,2.3049,0.1645,CB,,
4073,1,17.8402,0.6529,2.2652,0.188,SS,,
4073.5,1,14.3265,0.2172,2.253,0.1981,SS,,
4074,1,15.6723,0.2071,2.259,0.2054,SS,,
4074.5,1,13.5107,0.2139,2.2811,0.1615,SS,,
4075,1,14.3089,1.0744,2.4433,0.0812,CB,,
4075.5,1,13.1322,85.3609,2.7299,0.0504,CB,,
4076,1,13.3489,77.5751,2.7021,0.0378,CB,,
4076.5,1,23.7548,33.1872,2.7041,0.0784,CB,,
4077,1,35.5245,5.1504,2.5499,0.1121,CB,,
4077.5,1,50.8399,1.0584,2.469,0.1861,CB,,
4078,1,18.6797,0.8562,2.3072,0.207,SS,,
4078.5,1,15.1565,0.3069,2.2959,0.1781,CB,,
4079,1,17.5059,0.3269,2.3889,0.142,CB,,
4079.5,1,12.3922,1.1638,2.6748,0.0858,CB,,
4080,1,13.6455,1.9879,2.2501,0.2035,CB,,
4080.5,1,12.9767,0.2783,2.246,0.2061,SS,,
4081,1,16.2976,0.224,2.2839,0.1666,SS,,
4081.5,1,15.8072,0.2649,2.28,0.1847,SS,,
4082,1,15.6593,0.239,2.261,0.1884,SS,,
4082.5,1,14.6953,0.28,2.2841,0.1773,SS,,
4083,1,14.5084,0.292,2.3229,0.1872,SS,,
4083.5,1,16.2951,0.272,2.3139,0.1877,SS,,
4084,1,15.552,0.296,2.2551,0.1915,SS,,
4084.5,1,17.0182,0.2212,2.226,0.1962,SS,,
4085,1,32.0984,0.2601,2.2671,0.2237,SS,,
4085.5,1,32.4285,0.3378,2.296,0.2014,SS,,
4086,1,17.1047,0.455,2.292,0.1633,SS,,
4086.5,1,17.8842,0.2901,2.29,0.1584,SS,,
4087,1,21.5955,0.3341,2.291,0.1757,SS,,
4087.5,1,24.5922,0.321,2.273,0.1816,SS,,
4088,1,22.1788,0.3589,2.2902,0.1883,SS,,
4088.5,1,13.9364,0.342,2.314,0.1338,CB,,
4089,1,13.4978,0.394,2.334,0.1469,CB,,
4089.5,1,16.6729,0.401,2.313,0.1502,CB,,
4090,1,15.1976,0.369,2.311,0.1479,CB,,
4090.5,1,15.6777,0.377,2.3,0.1558,CB,,
4091,1,19.0232,0.378,2.331,0.1616,CB,,
4091.5,1,29.7126,0.387,2.324,0.1947,SS,,
4092,1,23.3119,0.339,2.366,0.1832,SS,,
4092.5,1,20.4383,0.3999,2.272,0.1547,SS,,
4093,1,17.7288,0.382,2.302,0.1666,SS,,
4093.5,1,16.3645,0.3839,2.2831,0.162,SS,,
4094,1,18.4297,0.485,2.3381,0.144,CB,,
4094.5,1,34.9131,0.484,2.4044,0.1668,CB,,
4095,1,43.336,0.478,2.2961,0.2167,SS,,
4095.5,1,51.6628,0.474,2.275,0.2192,SS,,
4096,1,42.2497,0.2901,2.2439,0.2437,SS,,
4096.5,1,33.2303,0.306,2.1767,0.2504,SS,,
4097,1,33.4024,0.315,2.237,0.2027,SS,,
4097.5,1,34.4463,0.3389,2.249,0.2293,SS,,
4098,1,36.5901,0.322,2.2829,0.2272,SS,,
4098.5,1,40.5849,0.318,2.321,0.2259,SS,,
4099,1,42.68,0.42,2.318,0.2189,SS,,
4099.5,1,42.2716,0.3469,2.5015,0.2046,CB,,
4100,1,39.5614,0.855,2.535,0.1509,CB,,
4100.5,1,38.789,2.0639,2.4031,0.1264,CB,,
4101,1,43.135,0.3951,2.2252,0.208,SS,,
4101.5,1,43.1722,0.3449,2.2451,0.2284,SS,,
4102,1,39.8211,0.327,2.5128,0.2263,SS,,
4102.5,1,46.5861,0.3559,2.311,0.2132,SS,,
4103,1,26.8379,0.4509,2.2661,0.1874,SS,,
4103.5,1,25.5735,0.388,2.2361,0.1782,SS,,
4104,1,62.4236,0.6036,2.492,0.1667,SS,,
4104.5,1,51.8179,0.4621,2.313,0.1729,SS,,
4105,1,15.0716,0.31,2.3587,0.1736,SS,,
4105.5,1,16.9382,0.262,2.2769,0.1783,SS,,
4106,1,16.105,0.268,2.296,0.1661,SS,,
4106.5,1,15.959,0.2609,2.2969,0.1609,CB,,
4107,1,13.4719,0.286,2.284,0.1702,SS,,
4107.5,1,16.8695,0.32,2.3428,0.1814,SS,,
